zipcode,longitude,pdb_org_id,address,country,city,pdb_fac_id,name,num_ixs,state,fac_id,sources,clli,geo_id,latitude,alternatenames
01033,30.399424,30659,50b Simyi Prakhovykh Str.,UA,Kiev,11240,Data Center Ukr-Com,2,,1434,['pdb'],,703448,50.433039,[]
04136,30.41337,30660,"Pivnichnosyretska Vulytsia, 1-3Podilskyi Raion, Kyiv",UA,Kyiv,11243,Data Center DE NOVO,2,Kyiv,1435,['pdb'],,703448,50.49087,[]
03110,30.468758,30661,"Solomenskaya Ulitsa, 3Solomianskyi Raion, Kyiv",UA,Kyiv,11244,Data Center Uniteddc,1,Kyiv,1436,['pdb'],,703448,50.431435,[]
97203,-89.654297,30682,Periférico Norte KM 34.8 Tablaje No. 26535Col. Nueva San José Chuburná,MX,Mérida,11257,Aitelecom Mérida,1,Yucatán,1664,['pdb'],,3523349,21.039473,[]
10240,100.613932,15538,"1 Ramkamhaeng Road, Soi 28, Hua Mak , Bangkok 10240",TH,Bangkok,11263,STT Bangkok 1,2,,1603,['pdb'],,1609350,13.756468,[]
542-0001,135.510335,2,"2-2-82 Shiromi, Chuo-ku",JP,Osaka,11324,Equinix OS3 - Osaka,4,OS,1437,['pdb'],,1853909,34.669801,[]
102 00,14.532491,8089,K Pérovně 1616/2,CZ,Prague,11326,CE Colo  DC7 Prague,1,,1964,['pdb'],,3067696,50.063937,[]
81x-xxxx,,1209,",",JP,Fukuoka,11351,AT TOKYO (QC1 QTnet Fukuoka(QD3)),5,Fukuoka,1448,['pdb'],,1863967,,[]
40286,107.611359,7741,Ctr JlJalan Lembong 11,ID,Kota Bandung,11377,neuCentrIX - Bandung,1,Jawa Barat,1449,['pdb'],,1650357,-6.916732,[]
490020,81.329452,14169,"Nehru Nagar, Bhilai",IN,Bhilai,11403,"Insta-DC, Bhilai",1,Chhattisgarh,1450,['pdb'],,1275971,21.206439,[]
69005,35.126177,31045,Soborny ave. 151,UA,Zaporizhzhia,11425,DCTel DC Zaporizhzhia,2,,1451,['pdb'],,,47.845672,[]
101233,3.430645,31065,"17 Lugard Ave, Ikoyi 106104",NG,Lagos,11435,Cloud Exchange West Africa,1,Lagos,1509,['pdb'],,2332459,6.455857,[]
122022,77.038164,17920,"The Pavillion Court, Anamika EnclaveSector 14",IN,Gurugram,11442,Extreme Gurgaon,1,Haryana,1452,['pdb'],,,28.468586,[]
110058,,17920,Janakpuri District Center,IN,New Delhi,11444,Extreme Janakpuri,1,Delhi,1453,['pdb'],,1261481,,[]
400601,72.969051,17920,"Dev Corpora, Cadbury JunctionEastern Express Highway",IN,Thane,11445,Extreme Thane,1,Maharashtra,1454,['pdb'],,1254661,19.203306,[]
421301,,17920,Chatrapati Shivaji Maharaj Chowk,IN,Kalyan,11446,Extreme Kalyan,1,Maharashtra,1455,['pdb'],,1268295,,[]
79012,24.0128,24821,"Akademika Sakharova Vulytsia, 42Lviv",UA,Lviv,11516,Galinfocom Lviv,2,Lvivska Oblast,1456,['pdb'],,702550,49.829184,[]
856 33,17.341271,31257,Förrådsgatan 5,SE,Sundsvall,11521,Servanet FRG5,3,,1457,['pdb'],,2670781,62.394687,[]
17530,,491,CibitungBekasi,ID,Jakarta,11595,NTT Jakarta 3 Data Center (JKT3),1,,1510,['pdb'],,1642911,,[]
,-1.498477,21114,Ouaga 20008G72+HJW,BF,Ouagadougou,11598,Virtix Data Center,1,,1511,['pdb'],OGDGBF,2357048,12.315818,[]
34000,20.923171,31463,Save Kovacevica 35b,RS,Kragujevac,11606,Data Cloud Technology DC Kragujevac,1,Serbia,1458,['pdb'],,789128,44.014742,[]
1000,21.474948,15786,Bul. Kiro Gligorov 4Bul. Nikola Parapunov bb,MK,Skopje,11607,Telesmart DC Skopje,1,,1512,['pdb'],,785842,41.995087,[]
05802-140,-46.725456,31448,"Avenida Guido Caloi, 1000Santo Amaro Condomínio Panamerica Park Bloco 7",BR,São Paulo,11609,Elea SPO1 - São Paulo,1,SP,1459,['pdb'],,3448439,-23.653242,[]
70610-420,-47.910974,31448,SIG QD 2 lote 470,BR,Brasília,11610,Elea BSB2 - Brasília,1,DF,1460,['pdb'],,3469058,-15.789087,[]
90440-110,-51.1911,31448,"Rua Engenheiro Afonso Cavalcanti, 100Bela Vista",BR,Porto Alegre,11612,Elea POA1 - Porto Alegre,1,RS,1461,['pdb'],,3452925,-30.034458,[]
80410-040,-49.281141,31448,"Travessa Teixeira De Freitas, 73São Francisco",BR,Curitiba,11613,Elea CTA1 - Curitiba,1,PR,1462,['pdb'],,3464975,-25.424768,[]
H3C 1A6,-73.564564,7030,875 Rue Saint-Antoine O,CA,Montreal,11632,Cologix MTL11,,QC,1799,['pdb'],,6077243,45.498905,[]
8000,125.546787,1836,Globe Building CUlas Mc Arthur Highway,PH,Davao,11634,Globe Data Center (DV1),1,,1965,['pdb'],,1715348,7.056101,[]
77001-020,-48.340503,31524,"Quadra 103 Norte, Rua NO-05",BR,Palmas,11646,PIX ATI,1,,1463,['pdb'],,3474574,-10.182018,[]
77016-002,-48.334105,14498,501 Sul Av. Teotônio Segurado Cj. 01 Lt. 03 8o Andar Sala 810 - Executive Center,BR,Palmas,11647,PIX ZAP TELECOM,1,,1464,['pdb'],,3474574,-10.21677,[]
,32.692493,32779,"Plot 781, Block 113, Namanve Industrial Park",UG,Kampala,11648,Raxio Kampala,1,,1465,['pdb'],,232422,0.355296,[]
V6B 1E1,-123.108702,7030,175 Cordova St WVancouver BC V6B 1E1,CA,Vancouver,11650,Cologix VAN4,1,BC,1738,['pdb'],,6173331,49.283527,[]
49027-010,-37.068584,31534,"Av. Adélia Franco, 3165, Grageru",BR,Aracaju,11653,PIX Emgetis,1,SE,1466,['pdb'],,3471872,-10.944059,[]
66820-000,-48.453077,31531,"Rod. Augusto Montenegro, Km 10",BR,Belém,11654,PIX Prodepa,1,PA,1467,['pdb'],,3405870,-1.316392,[]
66035-080,-48.490851,31538,"Travessa Doutor Moraes, 21 Andar 8Nazaré",BR,Belém,11656,PIX Faepa,1,PA,1468,['pdb'],,3405870,-1.452889,[]
30160-919,-43.937308,31539,"Rua Espírito Santo, 605Centro",BR,Belo Horizonte,11657,PIX Prodabel,1,MG,1469,['pdb'],,3470127,-19.919973,[]
30220-150,-43.923669,13279,"Conj 309Rua Pirapetinga, 322",BR,Belo Horizonte,11658,PIX Vogel Telecom BH,1,MG,1470,['pdb'],,3470127,-19.942111,[]
NA,3.415752,20800,"Harbour Lgt, 106104, Inupa KekereHarbour Lights, Eko Atlantic City",NG,Lagos,11659,"Africa Data Centres, Lagos LOS1",1,Lagos State,1513,['pdb'],,2332459,6.410497,[]
70297-400,-47.957295,9115,"SIA - Setor de Áreas Públicas, Lote A, Trecho 1, Zona Industrial - Guará",BR,Brasília,11661,PIX Telebrás,1,DF,1472,['pdb'],,3469058,-15.8029,[]
70836-900,-47.869808,19766,SGAN Quadra 601 Módulo V,BR,Brasília,11662,PIX Serpro,1,DF,1473,['pdb'],,3469058,-15.783974,[]
70716-900,-47.914375,4855,"SCN, Quadra 06, Bloco ASala 419",BR,Brasília,11663,PIX G8 Brasília,1,DF,1474,['pdb'],,3469058,-15.708703,[]
71215-000,-47.947875,18207,SAI (Setor de Indústria e Abastecimento) Área de Serviços A - Guará,BR,Brasília,11664,PIX Eletronet - Brasília,1,DF,1475,['pdb'],,3469058,-15.797577,[]
13015-904,-47.057459,5845,"Av. Anchieta, 200SUBSOLO",BR,Campinas,11665,PIX IMA,1,SP,1476,['pdb'],,3467865,-22.900974,[]
13083-889,-47.062779,8465,"Rua Saturnino de Brito, 45Cidade Universitária Zeferino Vaz",BR,Campinas,11666,PIX Unicamp,1,SP,1477,['pdb'],,3467865,-22.817439,[]
85819-110,-53.45063,17960,"Rua Universitária, n. 1619Jardim Universitário",BR,Cascavel,11667,PIX Unioeste,1,PR,1478,['pdb'],,3466779,-24.987764,[]
85812-035,-53.444846,18718,"Rua Minas Gerais, 1332Sala 303 - Centro",BR,Cascavel,11668,PIX Dipelnet,1,PR,1479,['pdb'],,3466779,-24.94549,[]
95084-900,-51.183052,30098,"Rua Garibaldi, 789Sala 202 - 20º Andar, Edifício Estrela",BR,Caxias do Sul,11669,BR.Digital Caxias do Sul (CSL1),1,RS,1480,['pdb'],,3466537,-29.168144,[]
80040-310,-49.257395,22380,"Rua Augusto Stresser, 453Alto da Glória",BR,Curitiba,11681,PIX Nova Fibra,1,PR,1482,['pdb'],,3464975,-25.417061,[]
80530-010,-49.272183,19754,"R. Mateus Leme, 1561Bom Retiro - Centro Cívico",BR,Curitiba,11682,PIX Celepar,1,PR,1483,['pdb'],,3464975,-25.413608,[]
8710067,-70.704955,7838,Guacolda 2100 - Comuna de Quilicura Region Metropolitana,CL,Santiago,11683,Ascenty SCL2 - Santiago,1,,1604,['pdb'],,3871336,-33.337316,[]
88034-000,-48.499814,31557,"Rua Murilo Andriani, 327Rodovia SC404 Km 4",BR,Florianópolis,11688,PIX CIASC,1,SC,1484,['pdb'],,3463237,-27.587402,[]
88103-902,-48.633269,31559,"Rua José Lino Kretzer, 608 - Praia Comprida",BR,São José,11689,PIX IFSC-SJ,1,SC,1485,['pdb'],,3448744,-27.608476,[]
60182-418,-38.453857,35201,"Avenida Dioguinho, 2950Praia do Futuro I",BR,Fortaleza,11690,Cirion Fortaleza,1,CE,1486,['pdb'],,3399415,-3.741857,[]
74115-100,-49.26442,12721,"Av. T-63, 3182 - 8 AndarEd. Aquarius Center - Setor Bueno",BR,Goiânia,11691,PIX Telgo Telecom,1,GO,1487,['pdb'],,3462377,-16.714439,[]
86055-900,-51.203821,30935,Rodovia Celso Garcia Cid - PR 445 Km 380Campus Universitário,BR,Londrina,11692,PIX UEL,1,PR,1488,['pdb'],,3458449,-23.326811,[]
95900-000,-51.954833,12908,"Rua Avelino Talini, 171",BR,Lajeado,11693,PIX Univates,1,RS,1489,['pdb'],,3459035,-29.44453,[]
55305,-93.436798,31554,12450 Wayzata Blvd,US,Minnetonka,11694,Ridgeview Minnetonka,1,MN,1739,['pdb'],MNNTMNFFW00,5037784,44.97197,[]
LV-1014,24.170101,1214,Talejas iela 1,LV,Rīga,11697,Talejas iela 1,1,,1514,['pdb'],,456172,56.991349,[]
69020-110,-60.014328,19946,"Rua Jonathas Pedrosa, 1937",BR,Manaus,11698,PIX Prodam,1,AM,1515,['pdb'],,3663517,-3.120493,[]
69055-736,-60.008626,29426,"Av. Ephigênio Salles, 711Parque 10 de Novembro",BR,Manaus,11699,PIX Eyes Nwhere,1,AM,1516,['pdb'],,3663517,-3.089192,[]
90150-002,-51.22202,10817,"Av. Getúlio Vargas, 1020",BR,Porto Alegre,11700,PIX Sygo,1,RS,1517,['pdb'],,3452925,-30.053617,[]
90035-074,-51.208078,10817,"Av. Independência, 1275Moinhos de Vento",BR,Porto Alegre,11702,PIX NexFibra,1,RS,1518,['pdb'],,3452925,-30.02912,[]
90480-003,-51.184129,11017,"Avenida Carlos Gomes, 141 Sala 309Auxiliadora",BR,Porto Alegre,11705,PIX Renovare,1,RS,1521,['pdb'],,3452925,-30.023646,[]
20221-291,-43.188142,7728,"Rua Senador Pompeu, 119 Andar 17OCentro",BR,Rio de Janeiro,11707,PIX Embratel RJ,1,RJ,1522,['pdb'],,3451190,-22.900642,[]
97105-900,-53.718371,30937,"Av Roraima, 1000Cidade Universitaria",BR,Santa Maria,11712,PIX UFSM,1,RS,1523,['pdb'],,3450083,-29.721549,[]
12242-000,-45.908351,8151,"Avenida São João, 2405 Andar 9Jardim das Colinas",BR,São José dos Campos,11713,PIX NipCable,1,SP,1524,['pdb'],,3448636,-23.209109,[]
12210-907,-45.887372,8045,"Av. Dr. João Guilhermino, 429",BR,São José dos Campos,11714,PIX InterNexo,1,SP,1525,['pdb'],,3448636,-23.190414,[]
05508-010,-46.721256,8097,"Av. Professor Luciano Gualberto - travessa 3, nº 71Cidade Universitária - Butantã",BR,São Paulo,11717,PIX USP,1,SP,1526,['pdb'],,3448439,-23.56174,[]
04546-002,-46.677678,8889,"Rua Casa do Ator, 415Vila Olimpia",BR,São Paulo,11718,PIX ALGAR-PIAF,1,SP,1527,['pdb'],,3448439,-23.599544,[]
05805-000,-46.728887,8889,"Avenida Maria Coelho Aguiar, 215 Sala 102FJardim São Luís",BR,São Paulo,11719,PIX ALGAR-CENESP,1,SP,1528,['pdb'],,3448439,-23.648726,[]
05707-001,,8227,"Rua Itapaiuna, 2434 - Jardim Morumbi",BR,São Paulo,11721,PIX Locaweb,2,SP,1529,['pdb'],,3448439,,[]
04726-170,-46.712391,9145,"Av. Alfredo Egídio de Souza Aranha, 100",BR,São Paulo,11723,PIX Tim,1,SP,1530,['pdb'],,3448439,-23.632891,[]
04547-090,-46.685078,23003,"Rua Júlio Diniz, 190",BR,São Paulo,11725,PIX GVT-JD,1,SP,1532,['pdb'],,3448439,-23.59912,[]
01451-000,-46.689351,19474,"Avenida Brigadeiro Faria Lima, 1912 6FJardim Paulistano",BR,São Paulo,11728,PIX Americanet,1,SP,1533,['pdb'],,3448439,-23.574408,[]
01329-000,-46.646687,7728,"Rua dos Ingleses, 600",BR,São Paulo,11729,PIX Embratel SP,1,SP,1534,['pdb'],,3448439,-23.563686,[]
04551-065,-46.690693,12237,"Av. Chedid Jafet 222, Bloco CConj. 51C - 5o. andar",BR,São Paulo,11730,PIX SAMMCCR,1,SP,1535,['pdb'],,3448439,-23.592622,[]
29052-123,-40.296617,31596,"EdificioAvenida João Baptista Parra, 465",BR,Vitória,11731,PIX Prodest,1,ES,1536,['pdb'],,3444924,-20.313323,[]
29050-620,-40.308272,10618,"Rua Amélia da Cunha Ornelas, 145",BR,Vitória,11732,PIX Dinâmica,1,ES,1537,['pdb'],,3444924,-20.311241,[]
08830,2.032896,8735,Careterra Santa Creu de Calafell 99,ES,Sant Boi de Llobregat,11733,EdgeConneX Barcelona (EDCBCN01),1,Barcelona,1800,['pdb'],,3110834,41.324942,[]
51101,-96.403951,19448,713 Nebraska St,US,Sioux City,11742,FiberComm 713 Nebraska,2,IA,1801,['pdb'],,4876523,42.498104,[]
98800,166.469873,31599,210 Rue Roger Gervolino,NC,NOUMEA,11752,DSP DC1,1,,1538,['pdb'],,2139521,-22.247677,[]
75207-3107,-96.821074,2,1990 N Stemmons Fwy,US,Dallas,11762,Equinix DA11 - Dallas,2,TX,1872,['pdb'],DLLSTX,4684888,32.801347,[]
607220,26.799279,20737,",",RO,Rotunda,11764,WhiteHat 3,2,Bacău,1539,['pdb'],,,46.291668,[]
248001,78.050387,10649,"STPI(Software technology park of India), Near Vikas Bhawan Building2 Survey Chowk",IN,Dehradun,11766,NIXI Dehradun,,Uttrakhand,1540,['pdb'],,1273313,30.32434,[]
208024,80.277952,10649,"STPI(Software Technology park of India)-  UPSIDC Complex, A-1/4Lakhanpur",IN,Kanpur,11768,NIXI Kanpur,,Uttar Pradesh,1542,['pdb'],,1267995,26.49773,[]
226010,81.012758,10649,"Ctrls Datacenters Ltd, Unit No: 508& 509, 5th Floor Urbanac Business Park,A-1,Vibhuti Khand Gomti Nagar Lucknow. U.P",IN,Lucknow,11769,NIXI Lucknow,,,1543,['pdb'],,1264733,26.867327,[]
9340000,-70.701603,8735,Bodegas MegaflexCarretera General San Martin 8400,CL,Santiago,11784,EdgeConneX Santiago (EDCSCL01),1,Region Metropolitana de Santiago,1544,['pdb'],,3871336,-33.297395,[]
70461-5431,-89.737403,8735,2070 Gause Blvd E,US,Slidell,11786,EdgeConneX New Orleans (EDCSLI01),1,LA,1665,['pdb'],,4341727,30.287098,[]
54000,74.342492,31707,PITB Arfa Karim Technology Park,PK,Lahore,11787,PKIX Lahore,1,Punjab,1545,['pdb'],,1172451,31.475643,[]
28197,8.773821,31498,Hermann-Ritter-Str. 104-10828197 Bremen,DE,Bremen,11793,EXA Edge DC Bremen,1,Bremen,1605,['pdb'],,2944388,53.076886,[]
12710,106.824549,31323,MTEN BuildingJl. Kuningan Barat Jakarta Selatan,ID,DKI Jakarta,11837,EDGE DC Indonesia (EG1 Building),3,Indonesia,1546,['pdb'],,1642911,-6.239071,[]
04101-4971,-70.261202,24755,340 Cumberland Ave,US,Portland,11838,"Deep Edge Realty - Portland, Maine (340 Cumberland)",1,ME,1547,['pdb'],,4975802,43.657789,[]
65933,8.58628,2,Lärchenstrasse 139-141,DE,Frankfurt,11840,"Equinix FR8 - Frankfurt, West",2,,1548,['pdb'],,2925533,50.097357,[]
12710,106.820428,25241,Jalan Kuningan Barat 1 26Mampang Prapatan,ID,Jakarta Selatan,11841,Atha Media Prima DC Tifa,1,Daerah Khusus Ibukota Jakarta,1740,['pdb'],,,-6.235005,[]
28111,101.448132,7741,Jl. Jendral Sudirman No.199 SumahilangPekanbaru Kota,ID,Pekanbaru,11842,neuCentrIX - Pekanbaru,2,Riau,1666,['pdb'],,1631761,0.524983,[]
6008,115.796417,2,FY 11  37 Lemnos StShenton Park WA 6008,AU,Shenton Park,11851,Equinix PE2/PE3 - Perth,4,WA,1549,['pdb'],,2078909,-31.955087,[]
3207,144.935552,22285,461 Williamstown Road,AU,Port Melbourne,11878,Interactive Melbourne,1,Victoria,1873,['pdb'],,2152658,-37.832704,[]
202902,20.353761,25906,Naselje Zemun Polje Mala Pruga 8Beograd,RS,Beograd,11887,Orion Telekom DOO,1,Beograd,1606,['pdb'],,792680,44.860759,[]
8028,3.234204,8420,Brugsestraat 196/1,BE,Oostkamp,11905,DCstar Datacenter Oostkamp DCO,1,West Vlaanderen,1966,['pdb'],,2789751,51.16641,[]
29000,26.996475,13998,Podilska 93,UA,Khmelnitskiy,11974,KM-IX.net,1,,1550,['pdb'],,706369,49.441563,[]
530-0057,135.503243,5949,1-2-31 Sonezaki,JP,Osaka-Shi Kita-Ku,11980,NTT Sonezaki Data Center(Dojima Campus),4,Osaka,1551,['pdb'],,,34.698469,[]
70132,16.80333,2136,"Viale Donato De Leonardis, 19",IT,Bari,11983,Namex Bari Datacenter,1,Italy,1552,['pdb'],,3182351,41.109552,[]
1010,174.764026,25833,31 Airedale StreetAuckland Central,NZ,Auckland,12008,Chorus Mayoral Drive Exchange (MDR),1,,1874,['pdb'],,2193733,-36.854203,[]
E14 2EH,-0.00339,7,1 Blackwall WayPaul Julius Close,GB,London,12045,Telehouse - London (Docklands South),1,,1922,['pdb'],,2643743,51.507041,[]
2402,,30927,Kvakhchiri,GE,Kutaisi,12048,IXP.ge Datacenter Kutaisi,1,,1607,['pdb'],,613607,,[]
10260,100.651745,491,"1856 Interlink Tower II, Debaratana Rd.(Bangna - Trad K.M. 4.5)",TH,Bangkok,12063,NTT Bangkok 1 Data Center (BKK1),1,Bangkok,1923,['pdb'],,1609350,13.663254,[]
69005901,-60.023892,13604,"Rua Miranda Leão, 41Centro",BR,Manaus,12072,PIX Bemol,1,Amazonas,1608,['pdb'],,3663517,-3.138094,[]
16143,106.8144,32150,Jalan Raya Pajajaran 17 RT06/RW13Baranangsiang,ID,Kota Bogor,12091,Sanggar Ksatria Liema Building,1,Jawa Barat,1667,['pdb'],,1648473,-6.61435,[]
2064,151.185033,7093,2 Broadcast Way,AU,Artarmon,12094,NEXTDC S3,1,NSW,1875,['pdb'],,2177626,-33.819344,[]
3012,144.865473,7093,27 Indwe StWest Footscray VIC 3012,AU,West Footscray,12096,NEXTDC M3,1,VIC,1924,['pdb'],,9972583,-37.803671,[]
8300,-68.099568,14444,Ing. Cipolletti 216,AR,Neuquén,12128,Cabase NQN,1,Neuquén,1553,['pdb'],,3843123,-38.952432,[]
S2013,-60.643041,14444,Palacio MinettiPiso 11,AR,Rosario,12129,Cabase ROS,1,Santa Fe,1554,['pdb'],,3838583,-32.945365,[]
B8000,-62.275343,14444,12 de Octubre N° 1863B8000,AR,Bahía Blanca,12130,Cabase BHB,1,Buenos Aires,1555,['pdb'],,3865086,-38.693755,[]
M5500,-68.845426,14444,General Paz N° 586Planta Baja Local 1,AR,Mendoza,12131,Cabase MZA,1,Mendoza,1556,['pdb'],,3844421,-32.883969,[]
S3000,-60.703588,14444,Pasaje Martínez N° 2652S3000,AR,Santa Fe,12132,Cabase SFE,1,Santa Fe,1557,['pdb'],,3836277,-31.634623,[]
B7108EXP,,14444,Calle 81 entre 7 y 8,AR,Mar del Tuyú,12133,Cabase DLC,1,Buenos Aires,1558,['pdb'],,3430861,,[]
X5000HUA,,14444,"Universidad Nacional de Córdoba, Pabellón ArgentinaHaya de la Torre s/n",AR,Córdoba,12134,Cabase COR,1,Córdoba,1559,['pdb'],,3860259,,[]
1900,-57.942618,14444,CESPICalle 50 esq. 115 Piso 3,AR,La Plata,12135,Cabase LPL,1,Buenos Aires,1560,['pdb'],,3432043,-34.908034,[]
B7600,-57.546243,14444,Diagonal Juan B. Alberdi N° 2695B7600,AR,Mar del Plata,12136,Cabase MDQ,1,Buenos Aires,1561,['pdb'],,3430863,-37.997176,[]
3304,-55.887794,14444,Campus Universitario de la Universidad Nacional de MisionesRuta 12 Km 7 1/2,AR,Posadas,12137,Cabase POS,1,Misiones,1562,['pdb'],,3429886,-27.434592,[]
R8400,-71.24169,14444,Comandante Luis Piedrabuena N° 4950R8400,AR,San Carlos de Bariloche,12138,Cabase BRC,1,Río Negro,1563,['pdb'],,7647007,-41.124884,[]
U9120,-65.039215,14444,Fontana 42,AR,Puerto Madryn,12139,Cabase PMY,1,Chubut,1564,['pdb'],,3840092,-42.764453,[]
D5700,-66.341561,14444,Avenida Ejército de los Andes Oeste N° 950D5700,AR,San Luis,12140,Cabase SLU,1,San Luis,1565,['pdb'],,3837056,-33.291035,[]
6000,-60.949997,14444,Roque Sáenz Peña 456,AR,Junín,12142,Cabase JUN,1,Buenos Aires,1566,['pdb'],,3853354,-34.585269,[]
H3700,-60.439673,14444,Belgrano 425 Piso 1 Dpto A,AR,Saenz Peña,12143,Cabase SZP,1,Chaco,1567,['pdb'],,,-26.789357,[]
4600,-65.324644,14444,Av.Bolivia 1239,AR,San Salvador de Jujuy,12144,Cabase JUJ,1,Jujuy,1568,['pdb'],,3836564,-24.179446,[]
B7000,-59.138734,14444,General Pinto N° 399B7000,AR,Tandil,12145,Cabase TDL,1,Buenos Aires,1569,['pdb'],,3427833,-37.328708,[]
H3500,-58.982843,14444,Campus Resistencia de la Universidad Nacional del NordesteAv. Las Heras 727,AR,Resistencia,12146,Cabase RST,1,Chaco,1570,['pdb'],,3429577,-27.464967,[]
J5400,,14444,Av. San Martín Oeste 1109,AR,San Juan,12147,Cabase UAQ,1,San Juan,1571,['pdb'],,3837213,,[]
R8500,-62.993928,14444,Belgrano N° 544R8500,AR,Viedma,12148,Cabase VDM,1,Río Negro,1572,['pdb'],,3832899,-40.809048,[]
A4400,-65.391845,14444,Anexo Centro UCASALPellegrini 790,AR,Salta,12149,Cabase SLT,1,Salta,1573,['pdb'],,3838233,-24.73996,[]
Z9400,-69.251912,14444,Universidad Nacional de la Patagonia AustralLisandro de la Torre 860,AR,Rio Gallegos,12150,Cabase RGL,1,Santa Cruz,1574,['pdb'],,3838859,-51.622093,[]
X5016,-64.481686,14444,Universidad Nacional de Río CuartoRuta Nac. 36 Km 601,AR,Río Cuarto,12151,Cabase RCU,1,Córdoba,1575,['pdb'],,,-32.625751,[]
B2700,-60.565484,14444,Mariano Moreno 577,AR,Pergamino,12152,Cabase PER,1,Buenos Aires,1576,['pdb'],,3841490,-33.896871,[]
B1667,-58.794308,14444,"Colectora Oeste Panamericana Ramal Pilar km 42,5 (bajada Office Park)",AR,Manuel Alberti,12153,Cabase NGB,1,Buenos Aires,1577,['pdb'],,11147722,-34.447653,[]
16142,106.811076,26091,"Sanggar Kesatria Liema - 3rd FloorJL. Raya Pajajaran No 17, Baranangsiang Kec Bogor Timur",ID,Bogor,12199,IDCloudHost DC Bogor,1,West Java,1668,['pdb'],,1648473,-6.610119,[]
40101,-82.995994,24755,180 E Broad St.B1,US,Columbus,12210,Deep Edge Realty - Columbus Ohio (180 E Broad),1,OH,1609,['pdb'],,4509177,39.963183,[]
69057-035,-60.01181,4855,"Rua Álvaro Maia, 2357 - Sala 806Cond. Corporate Trade Center, Adrianópolis",BR,Manaus,12214,PIX G8 Manaus,1,,1610,['pdb'],,3663517,-3.115364,[]
4350,151.841681,32387,Pipe StLot 1,AU,Wellcamp,12225,Pulse Data Center,1,,1876,['pdb'],,2144180,-27.537233,[]
11314,24.723829,32338,Alajaama 111314 Tallinn,EE,Tallinn,12226,GDC Tallinn DC-1,1,Harjumaa,1877,['pdb'],,588409,59.400086,[]
6155,115.916069,32388,1 Martin PlaceCanning Vale,AU,Perth,12232,DCA | Pier DC Tier III,1,Western Australia,1669,['pdb'],,2063523,-32.059655,[]
80582,115.275916,23249,"Jln. Gadung no.1 Banjar Luglug-LembengDs. Ketewel, Kec. Sukawati",ID,Gianyar,12251,Jinom DC,1,"Bali, Indonesia",1611,['pdb'],,1644099,-8.640168,[]
,13.197341,9773,"Rua 29, EPAL 30 - Patriota - Benfica",AO,Luanda,12253,Paratus ITA-DC2,1,,1612,['pdb'],,2240449,-8.958489,[]
12107,13.370207,491,Lankwitzer Strasse 45-47,DE,Berlin,12266,NTT Berlin 2 Data Center (BER2),1,,1613,['pdb'],,2950159,52.440344,[]
00000,,26110,"111/11-12, Moo 11, Tambol Bang ChalongAmphur Bang Phli",TH,Bangkok,12284,ETIX Bangkok #1,2,Samut Prakan Province,1878,['pdb'],BKK,1609350,,[]
700091,88.436278,13934,"Moni Bhandar, Webel BhabanSalt Lake, Sector V, Block EP&GP",IN,Kolkata,12295,BASIS DC Kolkata,1,West Bengal,1614,['pdb'],CLCT,1275004,22.569577,[]
M27 8BX,-2.296669,2,Unit 2 Agecroft Commerce Park4 Firedamp Way,GB,Swinton,12309,Equinix MA5 - Manchester,2,Manchester,1802,['pdb'],,2636373,53.504022,[]
44800,-1.631011,26110,2 IMPASSE JOSÉPHINE BAKER44800 Saint-Herblain,FR,Saint-Herblain,12314,ETIX Nantes #1,1,Nantes,1967,['pdb'],NTE,2979590,47.231464,[]
00000,-76.508399,26110,"Calle 36 #128-321 vía Jamundí, Santiago de CaliValle del Cauca, Colombia",CO,Santiago de Cali,12319,ETIX Cali #1,2,,1879,['pdb'],,3687925,3.446868,[]
97133,-62.823252,32544,Lorient,BL,Saint-Barthelemy,12324,NRO de Lorient (NROL),1,,1615,['pdb'],,,17.907106,[]
BE3619,,12947,"Tungku Link Road, Gadong, Bandar Seri Begawan",BN,Bandar Seri Begawan,12352,UNN Tungku CLS,2,Brunei dan Muara,1616,['pdb'],,1820906,,[]
BS8511,114.938569,12947,Unified National Networks Sdn Bhd  UNN Sumbiling Telephone-House  Jln Istana Darussalam,BN,Bandar Seri Begawan,12353,UNN TelHouse Sumbiling,1,Brunei dan Muara,1880,['pdb'],,1820906,4.893903,[]
1784,23.369257,1120,3 Grigoriy Gorbatenko Str.SDC2,BG,Sofia,12354,Sofia Data Center (SDC) 2,1,,1617,['pdb'],,727011,42.656338,[]
2134,23.369257,1120,"Data Center Park Stolnik Elin Pelin Municipality, region ""Power substation"", Building 2, Entrance 2",BG,Stolnik,12355,Sofia Data Center (SDC) Stolnik,1,,1618,['pdb'],,726778,42.656338,[]
0000,,20800,SIN,TG,Lome,12362,"Africa Data Centres, Lomé LOM1",1,,1619,['pdb'],,2365267,,[]
00131,12.629473,32675,via Giacomo Peroni 292,IT,Roma,12375,Cloud Europe,1,Italia,1741,['pdb'],ROMEITLZ,3169070,41.932742,[]
22233,,2874,Abhur Al Janubiyah District,SA,Jeddah,12378,Mobily JED1 DC,1,Makkah,1881,['pdb'],,105343,,[]
2766,150.83814,32729,17 Roberts RdEastern Creek NSW 2766,AU,Eastern Creek,12409,CDC Eastern Creek 1 (EC1),1,NSW,1925,['pdb'],,8347966,-33.817281,[]
