clli,num_ixs,latitude,zipcode,sources,longitude,pdb_org_id,country,fac_id,pdb_fac_id,alternatenames,address,geo_id,name,state,city
,1,-29.165828,95020-411,['pdb'],-51.171375,12948,BR,1432,11193,[],"Rua Bento Gonçalves, 1012Centro",3466537,PIX Bitcom,RS,Caxias Do Sul
,1,-30.027268,90470-130,['pdb'],-51.182641,11013,BR,1433,11229,[],"Rua Furriel Luíz Antônio de Vargas, 250 - Bela Vista",3452925,PIX Nossa Telecom PAE,Rio Grande do Sul,Porto Alegre
,2,50.433039,01033,['pdb'],30.399424,30659,UA,1434,11240,[],50b Simyi Prakhovykh Str.,703448,Data Center Ukr-Com,,Kiev
,2,50.49087,04136,['pdb'],30.41337,30660,UA,1435,11243,[],"Pivnichnosyretska Vulytsia, 1-3Podilskyi Raion, Kyiv",703448,Data Center DE NOVO,Kyiv,Kyiv
,2,50.431435,03110,['pdb'],30.468758,30661,UA,1436,11244,[],"Solomenskaya Ulitsa, 3Solomianskyi Raion, Kyiv",703448,Data Center Uniteddc,Kyiv,Kyiv
,1,21.039473,97203,['pdb'],-89.654297,30682,MX,1664,11257,[],Periférico Norte KM 34.8 Tablaje No. 26535Col. Nueva San José Chuburná,3523349,Aitelecom Mérida,Yucatán,Mérida
,2,13.756468,10240,['pdb'],100.613932,15538,TH,1603,11263,[],"1 Ramkamhaeng Road, Soi 28, Hua Mak , Bangkok 10240",1609350,STT Bangkok 1,,Bangkok
,4,34.669801,542-0001,['pdb'],135.510335,2,JP,1437,11324,[],"2-2-82 Shiromi, Chuo-ku",1853909,Equinix OS3 - Osaka,OS,Osaka
,5,,81x-xxxx,['pdb'],,1209,JP,1448,11351,[],",",1863967,AT TOKYO (QC1 QTnet Fukuoka(QD3)),Fukuoka,Fukuoka
,1,-6.916732,40286,['pdb'],107.611359,7741,ID,1449,11377,[],Ctr JlJalan Lembong 11,1650357,neuCentrIX - Bandung,Jawa Barat,Kota Bandung
,1,21.206439,490020,['pdb'],81.329452,14169,IN,1450,11403,[],"Nehru Nagar, Bhilai",1275971,"Insta-DC, Bhilai",Chhattisgarh,Bhilai
,2,47.845672,69005,['pdb'],35.126177,31045,UA,1451,11425,[],Soborny ave. 151,,DCTel DC Zaporizhzhia,,Zaporizhzhia
,1,6.455857,101233,['pdb'],3.430645,31065,NG,1509,11435,[],"17 Lugard Ave, Ikoyi 106104",2332459,Cloud Exchange West Africa,Lagos,Lagos
,1,28.468586,122022,['pdb'],77.038164,17920,IN,1452,11442,[],"The Pavillion Court, Anamika EnclaveSector 14",,Extreme Gurgaon,Haryana,Gurugram
,1,,110058,['pdb'],,17920,IN,1453,11444,[],Janakpuri District Center,1261481,Extreme Janakpuri,Delhi,New Delhi
,1,19.203306,400601,['pdb'],72.969051,17920,IN,1454,11445,[],"Dev Corpora, Cadbury JunctionEastern Express Highway",1254661,Extreme Thane,Maharashtra,Thane
,1,,421301,['pdb'],,17920,IN,1455,11446,[],Chatrapati Shivaji Maharaj Chowk,1268295,Extreme Kalyan,Maharashtra,Kalyan
,2,49.829184,79012,['pdb'],24.0128,24821,UA,1456,11516,[],"Akademika Sakharova Vulytsia, 42Lviv",702550,Galinfocom Lviv,Lvivska Oblast,Lviv
,3,62.394687,856 33,['pdb'],17.341271,31257,SE,1457,11521,[],Förrådsgatan 5,2670781,Servanet FRG5,,Sundsvall
,1,,17530,['pdb'],,491,ID,1510,11595,[],CibitungBekasi,1642911,NTT Jakarta 3 Data Center (JKT3),,Jakarta
OGDGBF,1,12.315818,,['pdb'],-1.498477,21114,BF,1511,11598,[],Ouaga 20008G72+HJW,2357048,Virtix Data Center,,Ouagadougou
,1,44.014742,34000,['pdb'],20.923171,31463,RS,1458,11606,[],Save Kovacevica 35b,789128,Data Cloud Technology DC Kragujevac,Serbia,Kragujevac
,1,41.995087,1000,['pdb'],21.474948,15786,MK,1512,11607,[],Bul. Kiro Gligorov 4Bul. Nikola Parapunov bb,785842,Telesmart DC Skopje,,Skopje
,1,-23.653242,05802-140,['pdb'],-46.725456,31448,BR,1459,11609,[],"Avenida Guido Caloi, 1000Santo Amaro Condomínio Panamerica Park Bloco 7",3448439,Elea SPO1 - São Paulo,SP,São Paulo
,1,-15.789087,70610-420,['pdb'],-47.910974,31448,BR,1460,11610,[],SIG QD 2 lote 470,3469058,Elea BSB2 - Brasília,DF,Brasília
,1,-30.034458,90440-110,['pdb'],-51.1911,31448,BR,1461,11612,[],"Rua Engenheiro Afonso Cavalcanti, 100Bela Vista",3452925,Elea POA1 - Porto Alegre,RS,Porto Alegre
,1,-25.424768,80410-040,['pdb'],-49.281141,31448,BR,1462,11613,[],"Travessa Teixeira De Freitas, 73São Francisco",3464975,Elea CTA1 - Curitiba,PR,Curitiba
,1,45.498905,H3C 1A6,['pdb'],-73.564564,7030,CA,1799,11632,[],875 Rue Saint-Antoine O,6077243,Cologix MTL11,QC,Montreal
,1,-10.182018,77001-020,['pdb'],-48.340503,31524,BR,1463,11646,[],"Quadra 103 Norte, Rua NO-05",3474574,PIX ATI,,Palmas
,1,-10.21677,77016-002,['pdb'],-48.334105,14498,BR,1464,11647,[],501 Sul Av. Teotônio Segurado Cj. 01 Lt. 03 8o Andar Sala 810 - Executive Center,3474574,PIX ZAP TELECOM,,Palmas
,1,0.355296,,['pdb'],32.692493,32779,UG,1465,11648,[],"Plot 781, Block 113, Namanve Industrial Park",232422,Raxio Kampala,,Kampala
,1,49.283527,V6B 1E1,['pdb'],-123.108702,7030,CA,1738,11650,[],175 Cordova St WVancouver BC V6B 1E1,6173331,Cologix VAN4,BC,Vancouver
,1,-10.944059,49027-010,['pdb'],-37.068584,31534,BR,1466,11653,[],"Av. Adélia Franco, 3165, Grageru",3471872,PIX Emgetis,SE,Aracaju
,1,-1.316392,66820-000,['pdb'],-48.453077,31531,BR,1467,11654,[],"Rod. Augusto Montenegro, Km 10",3405870,PIX Prodepa,PA,Belém
,1,-1.452889,66035-080,['pdb'],-48.490851,31538,BR,1468,11656,[],"Travessa Doutor Moraes, 21 Andar 8Nazaré",3405870,PIX Faepa,PA,Belém
,1,-19.919973,30160-919,['pdb'],-43.937308,31539,BR,1469,11657,[],"Rua Espírito Santo, 605Centro",3470127,PIX Prodabel,MG,Belo Horizonte
,1,-19.942111,30220-150,['pdb'],-43.923669,13279,BR,1470,11658,[],"Conj 309Rua Pirapetinga, 322",3470127,PIX Vogel Telecom BH,MG,Belo Horizonte
,1,6.410497,NA,['pdb'],3.415752,20800,NG,1513,11659,[],"Harbour Lgt, 106104, Inupa KekereHarbour Lights, Eko Atlantic City",2332459,"Africa Data Centres, Lagos LOS1",Lagos State,Lagos
,1,-15.8029,70297-400,['pdb'],-47.957295,9115,BR,1472,11661,[],"SIA - Setor de Áreas Públicas, Lote A, Trecho 1, Zona Industrial - Guará",3469058,PIX Telebrás,DF,Brasília
,1,-15.783974,70836-900,['pdb'],-47.869808,19766,BR,1473,11662,[],SGAN Quadra 601 Módulo V,3469058,PIX Serpro,DF,Brasília
,1,-15.708703,70716-900,['pdb'],-47.914375,4855,BR,1474,11663,[],"SCN, Quadra 06, Bloco ASala 419",3469058,PIX G8 Brasília,DF,Brasília
,1,-15.797577,71215-000,['pdb'],-47.947875,18207,BR,1475,11664,[],SAI (Setor de Indústria e Abastecimento) Área de Serviços A - Guará,3469058,PIX Eletronet - Brasília,DF,Brasília
,1,-22.900974,13015-904,['pdb'],-47.057459,5845,BR,1476,11665,[],"Av. Anchieta, 200SUBSOLO",3467865,PIX IMA,SP,Campinas
,1,-22.817439,13083-889,['pdb'],-47.062779,8465,BR,1477,11666,[],"Rua Saturnino de Brito, 45Cidade Universitária Zeferino Vaz",3467865,PIX Unicamp,SP,Campinas
,1,-24.987764,85819-110,['pdb'],-53.45063,17960,BR,1478,11667,[],"Rua Universitária, n. 1619Jardim Universitário",3466779,PIX Unioeste,PR,Cascavel
,1,-24.94549,85812-035,['pdb'],-53.444846,18718,BR,1479,11668,[],"Rua Minas Gerais, 1332Sala 303 - Centro",3466779,PIX Dipelnet,PR,Cascavel
,1,-29.168144,95084-900,['pdb'],-51.183052,30098,BR,1480,11669,[],"Rua Garibaldi, 789Sala 202 - 20º Andar, Edifício Estrela",3466537,BR.Digital Caxias do Sul (CSL1),RS,Caxias do Sul
,1,-25.417061,80040-310,['pdb'],-49.257395,22380,BR,1482,11681,[],"Rua Augusto Stresser, 453Alto da Glória",3464975,PIX Nova Fibra,PR,Curitiba
,1,-25.413608,80530-010,['pdb'],-49.272183,19754,BR,1483,11682,[],"R. Mateus Leme, 1561Bom Retiro - Centro Cívico",3464975,PIX Celepar,PR,Curitiba
,1,-33.337316,8710067,['pdb'],-70.704955,7838,CL,1604,11683,[],Guacolda 2100 - Comuna de Quilicura Region Metropolitana,3871336,Ascenty SCL2 - Santiago,,Santiago
,1,-27.587402,88034-000,['pdb'],-48.499814,31557,BR,1484,11688,[],"Rua Murilo Andriani, 327Rodovia SC404 Km 4",3463237,PIX CIASC,SC,Florianópolis
,1,-27.608476,88103-902,['pdb'],-48.633269,31559,BR,1485,11689,[],"Rua José Lino Kretzer, 608 - Praia Comprida",3448744,PIX IFSC-SJ,SC,São José
,1,-3.741857,60182-418,['pdb'],-38.453857,35201,BR,1486,11690,[],"Avenida Dioguinho, 2950Praia do Futuro I",3399415,Cirion Fortaleza,CE,Fortaleza
,1,-16.714439,74115-100,['pdb'],-49.26442,12721,BR,1487,11691,[],"Av. T-63, 3182 - 8 AndarEd. Aquarius Center - Setor Bueno",3462377,PIX Telgo Telecom,GO,Goiânia
,1,-23.326811,86055-900,['pdb'],-51.203821,30935,BR,1488,11692,[],Rodovia Celso Garcia Cid - PR 445 Km 380Campus Universitário,3458449,PIX UEL,PR,Londrina
,1,-29.44453,95900-000,['pdb'],-51.954833,12908,BR,1489,11693,[],"Rua Avelino Talini, 171",3459035,PIX Univates,RS,Lajeado
MNNTMNFFW00,1,44.97197,55305,['pdb'],-93.436798,31554,US,1739,11694,[],12450 Wayzata Blvd,5037784,Ridgeview Minnetonka,MN,Minnetonka
,1,56.991349,LV-1014,['pdb'],24.170101,1214,LV,1514,11697,[],Talejas iela 1,456172,Talejas iela 1,,Rīga
,1,-3.120493,69020-110,['pdb'],-60.014328,19946,BR,1515,11698,[],"Rua Jonathas Pedrosa, 1937",3663517,PIX Prodam,AM,Manaus
,1,-3.089192,69055-736,['pdb'],-60.008626,29426,BR,1516,11699,[],"Av. Ephigênio Salles, 711Parque 10 de Novembro",3663517,PIX Eyes Nwhere,AM,Manaus
,1,-30.053617,90150-002,['pdb'],-51.22202,10817,BR,1517,11700,[],"Av. Getúlio Vargas, 1020",3452925,PIX Sygo,RS,Porto Alegre
,1,-30.02912,90035-074,['pdb'],-51.208078,10817,BR,1518,11702,[],"Av. Independência, 1275Moinhos de Vento",3452925,PIX NexFibra,RS,Porto Alegre
,1,-30.023646,90480-003,['pdb'],-51.184129,11017,BR,1521,11705,[],"Avenida Carlos Gomes, 141 Sala 309Auxiliadora",3452925,PIX Renovare,RS,Porto Alegre
,1,-22.900642,20221-291,['pdb'],-43.188142,7728,BR,1522,11707,[],"Rua Senador Pompeu, 119 Andar 17OCentro",3451190,PIX Embratel RJ,RJ,Rio de Janeiro
,1,-29.721549,97105-900,['pdb'],-53.718371,30937,BR,1523,11712,[],"Av Roraima, 1000Cidade Universitaria",3450083,PIX UFSM,RS,Santa Maria
,1,-23.209109,12242-000,['pdb'],-45.908351,8151,BR,1524,11713,[],"Avenida São João, 2405 Andar 9Jardim das Colinas",3448636,PIX NipCable,SP,São José dos Campos
,1,-23.190414,12210-907,['pdb'],-45.887372,8045,BR,1525,11714,[],"Av. Dr. João Guilhermino, 429",3448636,PIX InterNexo,SP,São José dos Campos
,1,-23.56174,05508-010,['pdb'],-46.721256,8097,BR,1526,11717,[],"Av. Professor Luciano Gualberto - travessa 3, nº 71Cidade Universitária - Butantã",3448439,PIX USP,SP,São Paulo
,1,-23.599544,04546-002,['pdb'],-46.677678,8889,BR,1527,11718,[],"Rua Casa do Ator, 415Vila Olimpia",3448439,PIX ALGAR-PIAF,SP,São Paulo
,1,-23.648726,05805-000,['pdb'],-46.728887,8889,BR,1528,11719,[],"Avenida Maria Coelho Aguiar, 215 Sala 102FJardim São Luís",3448439,PIX ALGAR-CENESP,SP,São Paulo
,1,,05707-001,['pdb'],,8227,BR,1529,11721,[],"Rua Itapaiuna, 2434 - Jardim Morumbi",3448439,PIX Locaweb,SP,São Paulo
,1,-23.632891,04726-170,['pdb'],-46.712391,9145,BR,1530,11723,[],"Av. Alfredo Egídio de Souza Aranha, 100",3448439,PIX Tim,SP,São Paulo
,1,-23.59912,04547-090,['pdb'],-46.685078,23003,BR,1532,11725,[],"Rua Júlio Diniz, 190",3448439,PIX GVT-JD,SP,São Paulo
,1,-23.574408,01451-000,['pdb'],-46.689351,19474,BR,1533,11728,[],"Avenida Brigadeiro Faria Lima, 1912 6FJardim Paulistano",3448439,PIX Americanet,SP,São Paulo
,1,-23.563686,01329-000,['pdb'],-46.646687,7728,BR,1534,11729,[],"Rua dos Ingleses, 600",3448439,PIX Embratel SP,SP,São Paulo
,1,-23.592622,04551-065,['pdb'],-46.690693,12237,BR,1535,11730,[],"Av. Chedid Jafet 222, Bloco CConj. 51C - 5o. andar",3448439,PIX SAMMCCR,SP,São Paulo
,1,-20.313323,29052-123,['pdb'],-40.296617,31596,BR,1536,11731,[],"EdificioAvenida João Baptista Parra, 465",3444924,PIX Prodest,ES,Vitória
,1,-20.311241,29050-620,['pdb'],-40.308272,10618,BR,1537,11732,[],"Rua Amélia da Cunha Ornelas, 145",3444924,PIX Dinâmica,ES,Vitória
,1,41.324942,08830,['pdb'],2.032896,8735,ES,1800,11733,[],Careterra Santa Creu de Calafell 99,3110834,EdgeConneX Barcelona (EDCBCN01),Barcelona,Sant Boi de Llobregat
,2,42.498104,51101,['pdb'],-96.403951,19448,US,1801,11742,[],713 Nebraska St,4876523,FiberComm 713 Nebraska,IA,Sioux City
,1,-22.247677,98800,['pdb'],166.469873,31599,NC,1538,11752,[],210 Rue Roger Gervolino,2139521,DSP DC1,,NOUMEA
DLLSTX,2,32.801347,75207-3107,['pdb'],-96.821074,2,US,1872,11762,[],1990 N Stemmons Fwy,4684888,Equinix DA11 - Dallas,TX,Dallas
,2,46.291668,607220,['pdb'],26.799279,20737,RO,1539,11764,[],",",,WhiteHat 3,Bacău,Rotunda
,,30.32434,248001,['pdb'],78.050387,10649,IN,1540,11766,[],"STPI(Software technology park of India), Near Vikas Bhawan Building2 Survey Chowk",1273313,NIXI Dehradun,Uttrakhand,Dehradun
,,26.49773,208024,['pdb'],80.277952,10649,IN,1542,11768,[],"STPI(Software Technology park of India)-  UPSIDC Complex, A-1/4Lakhanpur",1267995,NIXI Kanpur,Uttar Pradesh,Kanpur
,,26.867327,226010,['pdb'],81.012758,10649,IN,1543,11769,[],"Ctrls Datacenters Ltd, Unit No: 508& 509, 5th Floor Urbanac Business Park,A-1,Vibhuti Khand Gomti Nagar Lucknow. U.P",1264733,NIXI Lucknow,,Lucknow
,1,-33.297395,9340000,['pdb'],-70.701603,8735,CL,1544,11784,[],Bodegas MegaflexCarretera General San Martin 8400,3871336,EdgeConneX Santiago (EDCSCL01),Region Metropolitana de Santiago,Santiago
,1,30.287098,70461-5431,['pdb'],-89.737403,8735,US,1665,11786,[],2070 Gause Blvd E,4341727,EdgeConneX New Orleans (EDCSLI01),LA,Slidell
,1,31.475643,54000,['pdb'],74.342492,31707,PK,1545,11787,[],PITB Arfa Karim Technology Park,1172451,PKIX Lahore,Punjab,Lahore
,1,53.076886,28197,['pdb'],8.773821,31498,DE,1605,11793,[],Hermann-Ritter-Str. 104-10828197 Bremen,2944388,EXA Edge DC Bremen,Bremen,Bremen
,3,-6.239071,12710,['pdb'],106.824549,31323,ID,1546,11837,[],MTEN BuildingJl. Kuningan Barat Jakarta Selatan,1642911,EDGE DC Indonesia (EG1 Building),Indonesia,DKI Jakarta
,1,43.657789,04101-4971,['pdb'],-70.261202,24755,US,1547,11838,[],340 Cumberland Ave,4975802,"Deep Edge Realty - Portland, Maine (340 Cumberland)",ME,Portland
,2,50.097357,65933,['pdb'],8.58628,2,DE,1548,11840,[],Lärchenstrasse 139-141,2925533,"Equinix FR8 - Frankfurt, West",,Frankfurt
,1,-6.235005,12710,['pdb'],106.820428,25241,ID,1740,11841,[],Jalan Kuningan Barat 1 26Mampang Prapatan,,Atha Media Prima DC Tifa,Daerah Khusus Ibukota Jakarta,Jakarta Selatan
,2,0.524983,28111,['pdb'],101.448132,7741,ID,1666,11842,[],Jl. Jendral Sudirman No.199 SumahilangPekanbaru Kota,1631761,neuCentrIX - Pekanbaru,Riau,Pekanbaru
,4,-31.955087,6008,['pdb'],115.796417,2,AU,1549,11851,[],FY 11  37 Lemnos StShenton Park WA 6008,2078909,Equinix PE2/PE3 - Perth,WA,Shenton Park
,1,-37.832704,3207,['pdb'],144.935552,22285,AU,1873,11878,[],461 Williamstown Road,2152658,Interactive Melbourne,Victoria,Port Melbourne
,1,44.860759,202902,['pdb'],20.353761,25906,RS,1606,11887,[],Naselje Zemun Polje Mala Pruga 8Beograd,792680,Orion Telekom DOO,Beograd,Beograd
,1,49.441563,29000,['pdb'],26.996475,13998,UA,1550,11974,[],Podilska 93,706369,KM-IX.net,,Khmelnitskiy
,4,34.698469,530-0057,['pdb'],135.503243,5949,JP,1551,11980,[],1-2-31 Sonezaki,,NTT Sonezaki Data Center(Dojima Campus),Osaka,Osaka-Shi Kita-Ku
,1,41.109552,70132,['pdb'],16.80333,2136,IT,1552,11983,[],"Viale Donato De Leonardis, 19",3182351,Namex Bari Datacenter,Italy,Bari
,1,-36.854203,1010,['pdb'],174.764026,25833,NZ,1874,12008,[],31 Airedale StreetAuckland Central,2193733,Chorus Mayoral Drive Exchange (MDR),,Auckland
,1,51.507041,E14 2EH,['pdb'],-0.00339,7,GB,1922,12045,[],1 Blackwall WayPaul Julius Close,2643743,Telehouse - London (Docklands South),,London
,1,,2402,['pdb'],,30927,GE,1607,12048,[],Kvakhchiri,613607,IXP.ge Datacenter Kutaisi,,Kutaisi
,1,13.663254,10260,['pdb'],100.651745,491,TH,1923,12063,[],"1856 Interlink Tower II, Debaratana Rd.(Bangna - Trad K.M. 4.5)",1609350,NTT Bangkok 1 Data Center (BKK1),Bangkok,Bangkok
,1,-3.138094,69005901,['pdb'],-60.023892,13604,BR,1608,12072,[],"Rua Miranda Leão, 41Centro",3663517,PIX Bemol,Amazonas,Manaus
,1,-6.61435,16143,['pdb'],106.8144,32150,ID,1667,12091,[],Jalan Raya Pajajaran 17 RT06/RW13Baranangsiang,1648473,Sanggar Ksatria Liema Building,Jawa Barat,Kota Bogor
,1,-33.819344,2064,['pdb'],151.185033,7093,AU,1875,12094,[],2 Broadcast Way,2177626,NEXTDC S3,NSW,Artarmon
,1,-37.803671,3012,['pdb'],144.865473,7093,AU,1924,12096,[],27 Indwe StWest Footscray VIC 3012,9972583,NEXTDC M3,VIC,West Footscray
,1,-38.952432,8300,['pdb'],-68.099568,14444,AR,1553,12128,[],Ing. Cipolletti 216,3843123,Cabase NQN,Neuquén,Neuquén
,1,-32.945365,S2013,['pdb'],-60.643041,14444,AR,1554,12129,[],Palacio MinettiPiso 11,3838583,Cabase ROS,Santa Fe,Rosario
,1,-38.693755,B8000,['pdb'],-62.275343,14444,AR,1555,12130,[],12 de Octubre N° 1863B8000,3865086,Cabase BHB,Buenos Aires,Bahía Blanca
,1,-32.883969,M5500,['pdb'],-68.845426,14444,AR,1556,12131,[],General Paz N° 586Planta Baja Local 1,3844421,Cabase MZA,Mendoza,Mendoza
,1,-31.634623,S3000,['pdb'],-60.703588,14444,AR,1557,12132,[],Pasaje Martínez N° 2652S3000,3836277,Cabase SFE,Santa Fe,Santa Fe
,1,,B7108EXP,['pdb'],,14444,AR,1558,12133,[],Calle 81 entre 7 y 8,3430861,Cabase DLC,Buenos Aires,Mar del Tuyú
,1,,X5000HUA,['pdb'],,14444,AR,1559,12134,[],"Universidad Nacional de Córdoba, Pabellón ArgentinaHaya de la Torre s/n",3860259,Cabase COR,Córdoba,Córdoba
,1,-34.908034,1900,['pdb'],-57.942618,14444,AR,1560,12135,[],CESPICalle 50 esq. 115 Piso 3,3432043,Cabase LPL,Buenos Aires,La Plata
,1,-37.997176,B7600,['pdb'],-57.546243,14444,AR,1561,12136,[],Diagonal Juan B. Alberdi N° 2695B7600,3430863,Cabase MDQ,Buenos Aires,Mar del Plata
,1,-27.434592,3304,['pdb'],-55.887794,14444,AR,1562,12137,[],Campus Universitario de la Universidad Nacional de MisionesRuta 12 Km 7 1/2,3429886,Cabase POS,Misiones,Posadas
,1,-41.124884,R8400,['pdb'],-71.24169,14444,AR,1563,12138,[],Comandante Luis Piedrabuena N° 4950R8400,7647007,Cabase BRC,Río Negro,San Carlos de Bariloche
,1,-42.764453,U9120,['pdb'],-65.039215,14444,AR,1564,12139,[],Fontana 42,3840092,Cabase PMY,Chubut,Puerto Madryn
,1,-33.291035,D5700,['pdb'],-66.341561,14444,AR,1565,12140,[],Avenida Ejército de los Andes Oeste N° 950D5700,3837056,Cabase SLU,San Luis,San Luis
,1,-34.585269,6000,['pdb'],-60.949997,14444,AR,1566,12142,[],Roque Sáenz Peña 456,3853354,Cabase JUN,Buenos Aires,Junín
,1,-26.789357,H3700,['pdb'],-60.439673,14444,AR,1567,12143,[],Belgrano 425 Piso 1 Dpto A,,Cabase SZP,Chaco,Saenz Peña
,1,-24.179446,4600,['pdb'],-65.324644,14444,AR,1568,12144,[],Av.Bolivia 1239,3836564,Cabase JUJ,Jujuy,San Salvador de Jujuy
,1,-37.328708,B7000,['pdb'],-59.138734,14444,AR,1569,12145,[],General Pinto N° 399B7000,3427833,Cabase TDL,Buenos Aires,Tandil
,1,-27.464967,H3500,['pdb'],-58.982843,14444,AR,1570,12146,[],Campus Resistencia de la Universidad Nacional del NordesteAv. Las Heras 727,3429577,Cabase RST,Chaco,Resistencia
,1,,J5400,['pdb'],,14444,AR,1571,12147,[],Av. San Martín Oeste 1109,3837213,Cabase UAQ,San Juan,San Juan
,1,-40.809048,R8500,['pdb'],-62.993928,14444,AR,1572,12148,[],Belgrano N° 544R8500,3832899,Cabase VDM,Río Negro,Viedma
,1,-24.73996,A4400,['pdb'],-65.391845,14444,AR,1573,12149,[],Anexo Centro UCASALPellegrini 790,3838233,Cabase SLT,Salta,Salta
,1,-51.622093,Z9400,['pdb'],-69.251912,14444,AR,1574,12150,[],Universidad Nacional de la Patagonia AustralLisandro de la Torre 860,3838859,Cabase RGL,Santa Cruz,Rio Gallegos
,1,-32.625751,X5016,['pdb'],-64.481686,14444,AR,1575,12151,[],Universidad Nacional de Río CuartoRuta Nac. 36 Km 601,,Cabase RCU,Córdoba,Río Cuarto
,1,-33.896871,B2700,['pdb'],-60.565484,14444,AR,1576,12152,[],Mariano Moreno 577,3841490,Cabase PER,Buenos Aires,Pergamino
,1,-34.447653,B1667,['pdb'],-58.794308,14444,AR,1577,12153,[],"Colectora Oeste Panamericana Ramal Pilar km 42,5 (bajada Office Park)",11147722,Cabase NGB,Buenos Aires,Manuel Alberti
,1,-6.610119,16142,['pdb'],106.811076,26091,ID,1668,12199,[],"Sanggar Kesatria Liema - 3rd FloorJL. Raya Pajajaran No 17, Baranangsiang Kec Bogor Timur",1648473,IDCloudHost DC Bogor,West Java,Bogor
,1,39.963183,40101,['pdb'],-82.995994,24755,US,1609,12210,[],180 E Broad St.B1,4509177,Deep Edge Realty - Columbus Ohio (180 E Broad),OH,Columbus
,1,-3.115364,69057-035,['pdb'],-60.01181,4855,BR,1610,12214,[],"Rua Álvaro Maia, 2357 - Sala 806Cond. Corporate Trade Center, Adrianópolis",3663517,PIX G8 Manaus,,Manaus
,1,-27.537233,4350,['pdb'],151.841681,32387,AU,1876,12225,[],Pipe StLot 1,2144180,Pulse Data Center,,Wellcamp
,1,59.400086,11314,['pdb'],24.723829,32338,EE,1877,12226,[],Alajaama 111314 Tallinn,588409,GDC Tallinn DC-1,Harjumaa,Tallinn
,1,-32.059655,6155,['pdb'],115.916069,32388,AU,1669,12232,[],1 Martin PlaceCanning Vale,2063523,DCA | Pier DC Tier III,Western Australia,Perth
,1,-8.640168,80582,['pdb'],115.275916,23249,ID,1611,12251,[],"Jln. Gadung no.1 Banjar Luglug-LembengDs. Ketewel, Kec. Sukawati",1644099,Jinom DC,"Bali, Indonesia",Gianyar
,1,-8.958489,,['pdb'],13.197341,9773,AO,1612,12253,[],"Rua 29, EPAL 30 - Patriota - Benfica",2240449,Paratus ITA-DC2,,Luanda
,1,52.440344,12107,['pdb'],13.370207,491,DE,1613,12266,[],Lankwitzer Strasse 45-47,2950159,NTT Berlin 2 Data Center (BER2),,Berlin
BKK,1,,00000,['pdb'],,26110,TH,1878,12284,[],"111/11-12, Moo 11, Tambol Bang ChalongAmphur Bang Phli",1609350,ETIX Bangkok #1,Samut Prakan Province,Bangkok
CLCT,1,22.569577,700091,['pdb'],88.436278,13934,IN,1614,12295,[],"Moni Bhandar, Webel BhabanSalt Lake, Sector V, Block EP&GP",1275004,BASIS DC Kolkata,West Bengal,Kolkata
,2,53.504022,M27 8BX,['pdb'],-2.296669,2,GB,1802,12309,[],Unit 2 Agecroft Commerce Park4 Firedamp Way,2636373,Equinix MA5 - Manchester,Manchester,Swinton
,2,3.446868,00000,['pdb'],-76.508399,26110,CO,1879,12319,[],"Calle 36 #128-321 vía Jamundí, Santiago de CaliValle del Cauca, Colombia",3687925,ETIX Cali #1,,Santiago de Cali
,1,17.907106,97133,['pdb'],-62.823252,32544,BL,1615,12324,[],Lorient,,NRO de Lorient (NROL),,Saint-Barthelemy
,2,,BE3619,['pdb'],,12947,BN,1616,12352,[],"Tungku Link Road, Gadong, Bandar Seri Begawan",1820906,UNN Tungku CLS,Brunei dan Muara,Bandar Seri Begawan
,1,4.893903,BS8511,['pdb'],114.938569,12947,BN,1880,12353,[],Unified National Networks Sdn Bhd  UNN Sumbiling Telephone-House  Jln Istana Darussalam,1820906,UNN TelHouse Sumbiling,Brunei dan Muara,Bandar Seri Begawan
,1,42.656338,1784,['pdb'],23.369257,1120,BG,1617,12354,[],3 Grigoriy Gorbatenko Str.SDC2,727011,Sofia Data Center (SDC) 2,,Sofia
,1,42.656338,2134,['pdb'],23.369257,1120,BG,1618,12355,[],"Data Center Park Stolnik Elin Pelin Municipality, region ""Power substation"", Building 2, Entrance 2",726778,Sofia Data Center (SDC) Stolnik,,Stolnik
,1,,0000,['pdb'],,20800,TG,1619,12362,[],SIN,2365267,"Africa Data Centres, Lomé LOM1",,Lome
ROMEITLZ,1,41.932742,00131,['pdb'],12.629473,32675,IT,1741,12375,[],via Giacomo Peroni 292,3169070,Cloud Europe,Italia,Roma
,1,,22233,['pdb'],,2874,SA,1881,12378,[],Abhur Al Janubiyah District,105343,Mobily JED1 DC,Makkah,Jeddah
,1,-33.817281,2766,['pdb'],150.83814,32729,AU,1925,12409,[],17 Roberts RdEastern Creek NSW 2766,8347966,CDC Eastern Creek 1 (EC1),NSW,Eastern Creek
,1,34.693246,540-0001,['pdb'],135.530897,29677,JP,1803,12431,[],Keihanshin OBP B/D 2-2-82 ShiromiChuo Ward,1853909,Digital Edge OSA1 - Osaka,,Osaka
,1,-3.106199,69057-060,['pdb'],-60.012623,22414,BR,1620,12438,[],"Rua Belo Horizonte, 19 - Adrianópolis",3663517,4wnet Telecomunicações - Amazonas,Amazonas,Manaus
,4,14.264356,"14.2734,121.0660",['pdb'],121.059179,29677,PH,1882,12439,[],E Science AvenueLaguna Technopark,,Digital Edge MNL1 (NARRA1) - Manila,,Binan Laguna
